('Michael Hall', 'FIGHTER', 'HALF_ELF', 17915, 7)
('Laura Williams', 'DRUID', 'DWARF', 18171, 4)
('Douglas Hernandez', 'WIZARD', 'DRAGONBORN', 2888, 11)
('Rachel Mack MD', 'WIZARD', 'DWARF', 2188, 1)
('Margaret Phillips', 'WARLOCK', 'DRAGONBORN', 13877, 1)
('Charles Kelley', 'SORCERER', 'HALF_ELF', 19972, 4)
('Michelle Sullivan', 'ARTIFICER', 'GNOME', 8382, 20)
('Travis Savage', 'FIGHTER', 'ELF', 9604, 14)
('Hector Harris', 'CLERIC', 'ELF', 13155, 2)
('Lynn Munoz', 'WIZARD', 'GNOME', 4964, 10)
('Aaron Steele', 'WIZARD', 'TIEFLING', 10364, 7)
('Robert Roberts', 'DRUID', 'HUMAN', 10327, 17)
('Sara Hoffman', 'BARD', 'DRAGONBORN', 10698, 19)
('Nicole Singh MD', 'ROGUE', 'ELF', 17849, 9)
('Michael Ballard', 'CLERIC', 'DWARF', 15624, 7)
('Richard Whitehead', 'DRUID', 'TIEFLING', 19351, 4)
('Nicholas Villanueva', 'WARLOCK', 'HUMAN', 17225, 14)
('David Webb', 'ROGUE', 'DWARF', 14464, 8)
('Jordan Garcia', 'WIZARD', 'HALF_ELF', 7897, 17)
('Michael Liu', 'SORCERER', 'HUMAN', 1145, 16)
('Tracy Horn', 'BARD', 'HUMAN', 1470, 20)
('Janice Berry', 'RANGER', 'GNOME', 4734, 9)
('Jeff Gonzalez', 'SORCERER', 'HALF_ELF', 3, 3)
('Toni Barajas', 'CLERIC', 'TIEFLING', 15149, 9)
('Michael Summers', 'RANGER', 'DWARF', 17872, 8)
('Chad Smith', 'RANGER', 'HALF_ORC', 3382, 18)
('Angela Lucas', 'ARTIFICER', 'HALF_ORC', 17491, 7)
('Brent Davis', 'CLERIC', 'TIEFLING', 16380, 2)
('George Martin', 'ARTIFICER', 'DRAGONBORN', 14634, 19)
('Christopher Green', 'BARBARIAN', 'GNOME', 8496, 18)
('Richard Wang', 'SORCERER', 'HUMAN', 7102, 20)
('Elizabeth Thompson', 'PALADIN', 'HALF_ELF', 7288, 6)
('Brian White', 'BARBARIAN', 'GNOME', 12753, 8)
('Cynthia Sanchez', 'DRUID', 'DRAGONBORN', 1263, 9)
('Lauren Hess', 'SORCERER', 'HUMAN', 3361, 13)
('Barbara Scott', 'CLERIC', 'HUMAN', 1090, 11)
('Alison Steele', 'DRUID', 'HALF_ELF', 13642, 13)
('Jared Young', 'ARTIFICER', 'DRAGONBORN', 13479, 15)
('Shawn Johnson', 'PALADIN', 'HALFLING', 12955, 13)
('Ryan Thompson', 'CLERIC', 'HALFLING', 16250, 13)
('Amanda Graham', 'RANGER', 'HALF_ELF', 12204, 12)
('Luis Hamilton', 'MONK', 'HUMAN', 11911, 4)
('Curtis Allen', 'PALADIN', 'HALF_ELF', 16146, 3)
('Christopher Hernandez', 'RANGER', 'HALFLING', 13993, 2)
('Jennifer Herring', 'ROGUE', 'HUMAN', 14304, 7)
('Sarah Carter', 'SORCERER', 'GNOME', 2609, 3)
('Karen Calhoun', 'ROGUE', 'HALFLING', 6492, 4)
('Peggy Rogers', 'SORCERER', 'ELF', 2590, 19)
('Juan Nunez', 'RANGER', 'HALF_ORC', 1762, 6)
('Faith Mendoza', 'SORCERER', 'DWARF', 17840, 10)
('Debra Wright', 'SORCERER', 'TIEFLING', 17220, 20)
('Christopher Taylor', 'BARBARIAN', 'HALFLING', 5794, 15)
('Clinton Baldwin', 'ARTIFICER', 'HUMAN', 17598, 1)
('Yvette Smith', 'RANGER', 'DWARF', 16346, 11)
('Shannon Eaton', 'PALADIN', 'GNOME', 6781, 13)
('Yvette Jordan', 'WARLOCK', 'ELF', 3087, 6)
('Joseph Morales', 'SORCERER', 'HALF_ORC', 2791, 20)
('Joshua Martinez', 'WIZARD', 'HUMAN', 6589, 6)
('Cheryl Wood', 'DRUID', 'HALF_ELF', 17896, 7)
('Tina Crawford', 'WARLOCK', 'DRAGONBORN', 15163, 8)
('David Wallace MD', 'PALADIN', 'HALF_ORC', 15555, 15)
('Amanda Swanson', 'BARBARIAN', 'ELF', 15942, 18)
('Paul Taylor', 'DRUID', 'HALF_ELF', 5711, 14)
('Cathy Duncan', 'WARLOCK', 'HALF_ORC', 427, 8)
('Jill Beck', 'MONK', 'TIEFLING', 7853, 6)
('Jillian Wilkinson', 'WIZARD', 'HALF_ORC', 17628, 4)
('Victoria James', 'DRUID', 'GNOME', 3250, 3)
('Nicole Harvey', 'FIGHTER', 'GNOME', 7463, 2)
('Brandy Lowe', 'FIGHTER', 'DRAGONBORN', 3051, 15)
('Kellie Stuart', 'RANGER', 'TIEFLING', 16392, 5)
('Robert Dean', 'WIZARD', 'HALF_ELF', 1751, 6)
('Rebecca Townsend', 'DRUID', 'ELF', 2322, 11)
('Bradley Gibson', 'CLERIC', 'HALF_ELF', 4097, 3)
('James Shaw', 'WARLOCK', 'TIEFLING', 16293, 11)
('Mary Everett', 'MONK', 'TIEFLING', 12134, 2)
('Lori Herrera MD', 'FIGHTER', 'HALF_ELF', 2419, 6)
('Kimberly Hopkins', 'BARD', 'DWARF', 18865, 3)
('Megan Thomas', 'ROGUE', 'HALF_ORC', 11230, 6)
('Heather Peterson', 'DRUID', 'HALFLING', 19822, 2)
('Taylor Serrano', 'PALADIN', 'DWARF', 539, 15)
('Brandon Becker', 'SORCERER', 'HALF_ELF', 1975, 2)
('Wayne Anderson', 'ROGUE', 'HALF_ELF', 2381, 4)
('Tina Hill', 'BARBARIAN', 'DWARF', 10698, 11)
('Erin Hunt', 'RANGER', 'TIEFLING', 15023, 13)
('Jennifer Moore', 'DRUID', 'ELF', 19935, 11)
('Michelle Carroll', 'WIZARD', 'HALF_ELF', 4100, 13)
('Charles Ferguson', 'DRUID', 'DWARF', 19823, 2)
('Manuel Fox', 'WIZARD', 'HUMAN', 5024, 8)
('Jason Oconnell', 'FIGHTER', 'HALF_ELF', 3766, 1)
('Scott Walter', 'ROGUE', 'ELF', 5822, 18)
('Nancy Brewer', 'BARBARIAN', 'GNOME', 13039, 17)
('Dustin Rose MD', 'SORCERER', 'ELF', 8507, 2)
('Lindsay Peterson', 'DRUID', 'DWARF', 7876, 7)
('James Hayes', 'DRUID', 'DRAGONBORN', 17265, 15)
('Michael Ramsey', 'DRUID', 'DWARF', 3512, 11)
('Toni Rose', 'ROGUE', 'HALF_ORC', 12343, 19)
('Jennifer Jones', 'MONK', 'HALF_ELF', 6701, 3)
('April Koch', 'BARD', 'GNOME', 4199, 13)
('Kevin Newman', 'ARTIFICER', 'HALFLING', 4, 5)
('Paul Braun', 'RANGER', 'TIEFLING', 19289, 20)
('Marcus Richmond', 'ROGUE', 'DRAGONBORN', 17117, 10)
('Kevin Brown', 'BARD', 'HALF_ELF', 18485, 11)
('Ashley Glover', 'MONK', 'TIEFLING', 6690, 11)
('Ashlee Booth', 'WIZARD', 'ELF', 6080, 17)
('Katherine Davenport', 'WARLOCK', 'HALF_ORC', 15484, 3)
('Jacob Cobb', 'ROGUE', 'ELF', 4301, 3)
('Richard Fletcher', 'ARTIFICER', 'DRAGONBORN', 1648, 6)
('James Bray', 'ROGUE', 'DWARF', 9896, 14)
('Maria Erickson', 'BARD', 'HALFLING', 18919, 4)
('Michael Dunn', 'RANGER', 'HUMAN', 13255, 7)
('Eric Irwin', 'WARLOCK', 'HALF_ORC', 1805, 17)
('Justin Bailey', 'CLERIC', 'HUMAN', 19059, 8)
('Barbara Baker', 'PALADIN', 'HALF_ORC', 15507, 8)
('Joseph Anderson', 'ARTIFICER', 'TIEFLING', 16625, 11)
('Christopher Pierce', 'SORCERER', 'TIEFLING', 11158, 5)
('Robert Flores', 'DRUID', 'TIEFLING', 5798, 16)
('Eric Collins', 'ARTIFICER', 'GNOME', 13281, 9)
('Amy Burnett', 'RANGER', 'TIEFLING', 8839, 3)
('Gary Lewis PhD', 'BARD', 'ELF', 12461, 1)
('Julia Johnson DDS', 'BARBARIAN', 'HALFLING', 6333, 15)
('Danielle Harmon', 'BARBARIAN', 'HALF_ORC', 1691, 17)
('Gregory Martinez', 'ARTIFICER', 'HALF_ORC', 12281, 14)
('Roger Dixon', 'MONK', 'DRAGONBORN', 10097, 1)
('Claire Greene', 'SORCERER', 'GNOME', 14254, 18)
('Alexis Miller', 'ROGUE', 'DWARF', 2548, 16)
('Jordan Fitzgerald', 'ROGUE', 'GNOME', 13368, 15)
('Sean Schneider', 'DRUID', 'DRAGONBORN', 10879, 1)
('Shannon Martinez', 'PALADIN', 'TIEFLING', 17511, 17)
('Elizabeth Patton', 'SORCERER', 'HALF_ORC', 19907, 5)
('Johnny Morris', 'BARD', 'HALF_ORC', 19918, 17)
('Eric Monroe', 'DRUID', 'HALF_ORC', 3409, 13)
('Frank Hutchinson', 'ARTIFICER', 'DWARF', 17525, 17)
('Victoria West', 'FIGHTER', 'DWARF', 19376, 3)
('Kayla Carson', 'RANGER', 'HALF_ORC', 4783, 13)
('Andrea Brown', 'BARBARIAN', 'ELF', 11819, 15)
('Makayla Maynard', 'MONK', 'HALF_ELF', 1194, 12)
('Christopher Ellis', 'ARTIFICER', 'DRAGONBORN', 4923, 18)
('Carl Reed', 'DRUID', 'TIEFLING', 9451, 16)
('Scott Walls', 'BARBARIAN', 'DRAGONBORN', 4806, 18)
('Brandon Horton', 'CLERIC', 'DWARF', 11202, 6)
('Cassandra Dunn', 'PALADIN', 'TIEFLING', 19579, 20)
('Michael Nicholson', 'RANGER', 'ELF', 15989, 15)
('Timothy Stevens', 'WIZARD', 'HALF_ELF', 16450, 17)
('Steven Walker', 'ROGUE', 'HALFLING', 19999, 19)
('Lawrence Lewis', 'BARBARIAN', 'ELF', 15045, 6)
('Chelsea Delacruz', 'RANGER', 'DWARF', 15069, 2)
('Melody Cherry', 'FIGHTER', 'DWARF', 14461, 12)
('Ricardo Jackson', 'WIZARD', 'DRAGONBORN', 16307, 1)
('Dr. Rachel Miles DDS', 'ARTIFICER', 'DWARF', 533, 12)
('Katie Harris', 'PALADIN', 'DWARF', 11813, 8)
('Jeff Reed', 'BARD', 'HALF_ELF', 14064, 14)
('Sherry Solis', 'MONK', 'DWARF', 2575, 13)
('Mary Patel', 'BARD', 'HUMAN', 6591, 8)
('Michael Simmons', 'WARLOCK', 'DWARF', 10270, 12)
('Wendy Black', 'DRUID', 'HALFLING', 17321, 1)
('Danielle Marshall', 'PALADIN', 'HALFLING', 3026, 10)
('Alexander Bridges', 'ARTIFICER', 'HALFLING', 15750, 3)
('Kimberly Wright', 'ARTIFICER', 'TIEFLING', 9399, 9)
('Samantha Graham', 'PALADIN', 'GNOME', 14323, 9)
('Melinda Pierce', 'BARBARIAN', 'TIEFLING', 8919, 14)
('Barry Gibbs', 'SORCERER', 'HUMAN', 2823, 9)
('Jennifer Brock', 'CLERIC', 'HALF_ELF', 1874, 12)
('Amber Hawkins', 'RANGER', 'GNOME', 9968, 8)
('Melissa Meyer', 'RANGER', 'ELF', 15153, 8)
('Kimberly West', 'ARTIFICER', 'ELF', 14640, 20)
('Courtney Brady', 'SORCERER', 'DWARF', 12823, 8)
('Kyle Whitehead', 'SORCERER', 'DWARF', 3955, 14)
('Emily Hansen', 'ARTIFICER', 'DWARF', 11356, 20)
('Jeremy Simmons', 'SORCERER', 'DWARF', 5960, 6)
('Joy Bailey', 'RANGER', 'HUMAN', 3481, 9)
('Susan Allen', 'CLERIC', 'ELF', 5908, 15)
('Sarah Adams', 'FIGHTER', 'HALF_ORC', 7923, 11)
('Dawn Tran', 'CLERIC', 'DRAGONBORN', 15757, 14)
('Travis Hernandez', 'DRUID', 'DRAGONBORN', 18571, 13)
('Tiffany Jenkins', 'WIZARD', 'DWARF', 9419, 12)
('Catherine Smith', 'ROGUE', 'HUMAN', 9711, 5)
('Christina Hernandez', 'WIZARD', 'GNOME', 3229, 1)
('Tracey Salas', 'PALADIN', 'DRAGONBORN', 10836, 10)
('Gabriel Boyd', 'ARTIFICER', 'HALF_ORC', 133, 17)
('Lisa Wright', 'ARTIFICER', 'HALF_ELF', 10149, 12)
('Tracy Nunez', 'BARBARIAN', 'HALF_ELF', 17118, 18)
('Mr. Michael Wallace', 'ARTIFICER', 'HALF_ELF', 1011, 15)
('Faith Maxwell', 'RANGER', 'HALF_ELF', 7903, 17)
('Christopher Rojas', 'ROGUE', 'HALF_ORC', 19666, 2)
('Shannon Hall', 'FIGHTER', 'ELF', 5076, 14)
('Adam Jennings', 'MONK', 'ELF', 12276, 4)
('Peter Nelson', 'CLERIC', 'DWARF', 2589, 3)
('Christopher Becker', 'FIGHTER', 'TIEFLING', 17461, 10)
('Justin Herrera', 'ARTIFICER', 'HALF_ELF', 16743, 5)
('Daniel Richards', 'WARLOCK', 'DRAGONBORN', 7528, 10)
('Michael Alexander', 'SORCERER', 'HALFLING', 7008, 15)
('Larry Velez', 'ARTIFICER', 'HALF_ORC', 16873, 15)
('Michael Morales', 'SORCERER', 'HUMAN', 3268, 3)
('Wesley Peterson', 'BARD', 'DRAGONBORN', 8328, 11)
('Jason Reynolds', 'ARTIFICER', 'HALF_ORC', 16199, 15)
('Aaron Sharp', 'WARLOCK', 'HALFLING', 19908, 14)
('Stephen Flores', 'WIZARD', 'DRAGONBORN', 7521, 5)
('Barbara Price', 'BARD', 'GNOME', 17593, 11)
('Angela Johnson', 'MONK', 'TIEFLING', 6056, 18)
('Christopher Thomas', 'PALADIN', 'DRAGONBORN', 7807, 15)
('Kimberly Rhodes', 'MONK', 'ELF', 12743, 9)
('Nicholas Anderson', 'SORCERER', 'HUMAN', 13991, 18)
('Allison Wright', 'WARLOCK', 'HALF_ELF', 10163, 18)
('Lisa Doyle', 'PALADIN', 'DRAGONBORN', 16113, 20)
('Rose Morris', 'WIZARD', 'DWARF', 3360, 18)
('Carrie Choi', 'MONK', 'HUMAN', 18425, 13)
('Shaun Elliott', 'RANGER', 'HALF_ELF', 4794, 8)
('Alan Payne', 'SORCERER', 'HALF_ELF', 5467, 10)
('Alex Fernandez', 'FIGHTER', 'HUMAN', 3040, 12)
('Joshua Fritz', 'WARLOCK', 'HALFLING', 6647, 16)
('Angela Goodman', 'PALADIN', 'GNOME', 16753, 13)
('Lisa Nguyen', 'DRUID', 'HALFLING', 8238, 15)
('Danny Delgado', 'MONK', 'GNOME', 17943, 13)
('Justin Hall', 'ROGUE', 'DRAGONBORN', 9657, 15)
('Christy Davies', 'RANGER', 'DRAGONBORN', 2825, 15)
('Brianna Wallace', 'SORCERER', 'GNOME', 17192, 17)
('Charles Ortiz', 'RANGER', 'ELF', 6625, 10)
('Robert Jones', 'WIZARD', 'GNOME', 17028, 17)
('Timothy Beck', 'BARBARIAN', 'DWARF', 18885, 10)
('Joseph Wilson', 'ROGUE', 'GNOME', 4392, 20)
('Sally Lowe', 'WIZARD', 'HALF_ELF', 4730, 10)
('Carol Glass', 'SORCERER', 'DRAGONBORN', 10750, 17)
('Joe Barron', 'WARLOCK', 'HALF_ELF', 18324, 5)
('Gregory Park', 'DRUID', 'HALF_ELF', 14752, 13)
('Sarah Hill', 'WIZARD', 'GNOME', 13420, 10)
('Joseph Solomon', 'CLERIC', 'DRAGONBORN', 10781, 17)
('Kenneth Rowe', 'WIZARD', 'DRAGONBORN', 11914, 13)
('Samuel Thomas', 'RANGER', 'TIEFLING', 7614, 8)
('Gregory Bradley', 'WIZARD', 'HUMAN', 39, 20)
('Aaron Murphy', 'ROGUE', 'DWARF', 8049, 19)
('Daniel Graves', 'BARD', 'HUMAN', 11307, 15)
('Elizabeth Williams', 'PALADIN', 'GNOME', 17523, 9)
('Sara Carlson', 'WIZARD', 'DWARF', 594, 16)
('Kenneth Velazquez', 'ARTIFICER', 'ELF', 4257, 11)
('Lori Anderson', 'MONK', 'HALF_ORC', 15465, 6)
('Kevin Porter', 'ARTIFICER', 'DRAGONBORN', 3924, 7)
('Lee Jensen', 'SORCERER', 'HUMAN', 12643, 13)
('Jason Walter', 'ARTIFICER', 'DRAGONBORN', 17511, 3)
('Steven Clark', 'BARD', 'TIEFLING', 17040, 11)
('Jonathan Perez', 'WIZARD', 'TIEFLING', 9618, 2)
('Jared Brown', 'FIGHTER', 'HUMAN', 1448, 19)
('Ashley Nguyen', 'CLERIC', 'TIEFLING', 11164, 20)
('Robert Deleon', 'DRUID', 'TIEFLING', 9224, 4)
('Ashley Grant', 'ARTIFICER', 'HALF_ORC', 17644, 11)
('Jeanette Shepherd', 'CLERIC', 'HALFLING', 7426, 6)
('Sarah Perez', 'MONK', 'TIEFLING', 14088, 7)
('Kimberly Moreno', 'ARTIFICER', 'HALFLING', 12966, 11)
('Jeremy Miller', 'PALADIN', 'DWARF', 3932, 17)
('Eric Williams', 'MONK', 'HUMAN', 13065, 19)
('John Garcia', 'WIZARD', 'DRAGONBORN', 18610, 13)
('Tina Mccall', 'RANGER', 'DWARF', 13218, 6)
('James Garcia', 'BARD', 'HUMAN', 9327, 18)
('Steven Hall', 'ARTIFICER', 'GNOME', 5691, 5)
('Scott Gibson', 'ARTIFICER', 'ELF', 8778, 18)
('Randall Mckinney', 'WIZARD', 'HALF_ORC', 17362, 17)
('Samantha Novak', 'SORCERER', 'HALF_ORC', 11382, 3)
('Sydney Walker', 'ROGUE', 'HALFLING', 17920, 13)
('Raven Webster', 'ARTIFICER', 'DWARF', 13384, 15)
('David Jones', 'WIZARD', 'HUMAN', 16424, 16)
('Angel Skinner', 'CLERIC', 'ELF', 7021, 15)
('Jessica Waller', 'ROGUE', 'DWARF', 17442, 12)
('Dr. Jim Bradley DDS', 'BARBARIAN', 'ELF', 15877, 10)
('William White', 'FIGHTER', 'HALF_ELF', 9964, 5)
('Kelly Murray', 'ROGUE', 'GNOME', 14203, 20)
('Ashley Burns', 'MONK', 'ELF', 19427, 17)
('Kyle Sullivan', 'ARTIFICER', 'HALFLING', 1423, 11)
('Timothy Anderson', 'RANGER', 'ELF', 8186, 10)
('Sarah Horne', 'CLERIC', 'GNOME', 16968, 7)
('Yvette Carlson', 'FIGHTER', 'DRAGONBORN', 13883, 15)
('Stephen Hudson', 'DRUID', 'DRAGONBORN', 17861, 14)
('Tiffany Howard', 'SORCERER', 'TIEFLING', 18276, 19)
('Tammy Bishop', 'BARD', 'GNOME', 6118, 10)
('Samuel Williams', 'BARD', 'TIEFLING', 14670, 7)
('Christopher Potts', 'RANGER', 'DRAGONBORN', 10630, 14)
('Jordan Bryant', 'BARBARIAN', 'HALF_ELF', 7505, 19)
('Emily Miller', 'CLERIC', 'GNOME', 3055, 7)
('Jerry Hughes', 'SORCERER', 'HUMAN', 12170, 20)
('Dennis Fox', 'WIZARD', 'TIEFLING', 15979, 2)
('Michael Young', 'WIZARD', 'HALF_ORC', 2883, 8)
('Matthew Ruiz', 'BARBARIAN', 'HALFLING', 536, 14)
('Rick Garcia', 'BARD', 'HUMAN', 11397, 17)
('Joel Johnson', 'FIGHTER', 'HALFLING', 12666, 19)
('Mary Rogers', 'ARTIFICER', 'HALF_ORC', 7345, 17)
('Aaron Morales', 'ROGUE', 'DWARF', 3533, 18)
('Joseph Reyes', 'CLERIC', 'HALF_ELF', 247, 20)
('Russell Burke', 'DRUID', 'HALF_ORC', 11269, 18)
('Eugene Gutierrez', 'ROGUE', 'GNOME', 2243, 1)
('Charles Rice', 'FIGHTER', 'HALFLING', 9106, 4)
('Jennifer Jackson DVM', 'RANGER', 'GNOME', 5762, 4)
('Cole York', 'MONK', 'DWARF', 1740, 10)
('Cody Chandler', 'ROGUE', 'HALFLING', 17380, 1)
('Jessica Dixon', 'BARD', 'TIEFLING', 10851, 2)
('James Pierce', 'ROGUE', 'GNOME', 3411, 15)
('Nicholas Harrington', 'BARD', 'ELF', 16012, 9)
('Bobby Hanna', 'WARLOCK', 'DWARF', 579, 8)
('John Crosby', 'BARD', 'HALF_ELF', 9271, 19)
('Jason Snyder', 'BARBARIAN', 'HALFLING', 17060, 18)
('Mandy Dawson', 'PALADIN', 'HUMAN', 1306, 18)
('Susan Odonnell', 'WARLOCK', 'DWARF', 14210, 14)
('Joshua Smith', 'ROGUE', 'HUMAN', 10826, 9)
('Scott Cannon', 'WIZARD', 'HALF_ORC', 18886, 17)
('Ashley Johnson', 'RANGER', 'ELF', 7823, 10)
('Brent Davis', 'ARTIFICER', 'DRAGONBORN', 16377, 5)
('Carrie Lee', 'ROGUE', 'HALFLING', 13418, 5)
('Susan Davis', 'PALADIN', 'HUMAN', 19450, 17)
('Steven Munoz', 'FIGHTER', 'HALF_ORC', 8374, 15)
('Nicholas Richards', 'WARLOCK', 'DWARF', 10458, 11)
('Gregory Poole', 'PALADIN', 'TIEFLING', 7945, 9)
('Michele Howard', 'RANGER', 'HALF_ORC', 15720, 18)
('Carl Herrera', 'RANGER', 'HALFLING', 8387, 16)
('Jill Edwards', 'BARD', 'GNOME', 19617, 16)
('Brian Garcia', 'DRUID', 'DRAGONBORN', 489, 17)
('Jackie Stephens', 'WARLOCK', 'DWARF', 7511, 17)
('Sean Roberts', 'CLERIC', 'HALF_ELF', 9632, 7)
('Linda Robinson', 'FIGHTER', 'HALF_ORC', 14885, 1)
('Stephen Gonzalez', 'WARLOCK', 'TIEFLING', 3554, 9)
('Bonnie Krueger', 'FIGHTER', 'DRAGONBORN', 154, 2)
('Mark Wyatt', 'BARBARIAN', 'DRAGONBORN', 10650, 5)
('Catherine Green', 'FIGHTER', 'DRAGONBORN', 3955, 8)
('Timothy Herman', 'CLERIC', 'HALF_ORC', 5274, 14)
('Casey Fuller', 'ARTIFICER', 'DWARF', 19927, 14)
('Lauren Bell', 'MONK', 'DRAGONBORN', 5177, 19)
('Nicholas Lawrence', 'BARD', 'DWARF', 7582, 14)
('Jose Lopez', 'FIGHTER', 'DRAGONBORN', 14481, 9)
('Matthew Reid', 'WARLOCK', 'HALF_ELF', 6287, 3)
('Nicole Heath', 'ARTIFICER', 'TIEFLING', 3827, 17)
('Daniel Phillips', 'ROGUE', 'HALFLING', 10904, 12)
('John Thompson', 'ROGUE', 'DWARF', 2418, 18)
('James Mitchell', 'CLERIC', 'HALF_ELF', 13648, 14)
('Nicholas Smith', 'BARD', 'HUMAN', 6035, 18)
('David Lewis', 'FIGHTER', 'DWARF', 8777, 14)
('Justin Coleman', 'BARBARIAN', 'HUMAN', 10720, 14)
('Joan Kim', 'BARD', 'DWARF', 19534, 16)
('Michelle Norris', 'ROGUE', 'DRAGONBORN', 1469, 12)
('Melinda Flores', 'PALADIN', 'GNOME', 8745, 8)
('Amy Dixon', 'WARLOCK', 'GNOME', 11179, 15)
('Lisa Freeman', 'DRUID', 'HUMAN', 7255, 11)
('Adam Kaiser', 'RANGER', 'HUMAN', 14028, 13)
('George Briggs', 'RANGER', 'DWARF', 16133, 12)
('Tyler Johnson', 'WARLOCK', 'HALF_ELF', 12864, 3)
('Nicholas Knight', 'BARBARIAN', 'DRAGONBORN', 11907, 7)
('Daniel Evans', 'SORCERER', 'ELF', 16512, 16)
('Sarah Rios', 'BARBARIAN', 'HUMAN', 5107, 14)
('Joshua Riley', 'MONK', 'ELF', 7415, 20)
('Emily Lewis', 'FIGHTER', 'DRAGONBORN', 18893, 13)
('Sue Lee', 'WARLOCK', 'ELF', 14051, 10)
('Annette Gonzalez', 'WIZARD', 'HALFLING', 13494, 5)
('Nancy Harris', 'CLERIC', 'HUMAN', 6255, 3)
('Andrew Richards', 'MONK', 'HALFLING', 17774, 9)
('Ryan Rivera', 'FIGHTER', 'DWARF', 1388, 5)
('Elizabeth Holloway', 'CLERIC', 'ELF', 13991, 5)
('Kenneth Barnett', 'CLERIC', 'GNOME', 2242, 16)
('William Beck', 'WARLOCK', 'DWARF', 10029, 15)
('Jessica Chang', 'CLERIC', 'DWARF', 1886, 12)
('Philip Page', 'ROGUE', 'DWARF', 10898, 19)
('Trevor Cooper', 'ARTIFICER', 'ELF', 17473, 16)
('Brittney Rodriguez', 'WIZARD', 'GNOME', 15851, 7)
('Austin Hill', 'DRUID', 'HALFLING', 1842, 20)
('Mary Prince', 'PALADIN', 'HALFLING', 10292, 16)
('Steven Mendoza', 'CLERIC', 'DRAGONBORN', 2332, 10)
('Amy Lopez', 'WARLOCK', 'HALFLING', 5499, 18)
('Vanessa Meyer', 'RANGER', 'DWARF', 2269, 20)
('Craig Jenkins', 'ROGUE', 'HUMAN', 6691, 16)
('Robert King', 'RANGER', 'DWARF', 5079, 4)
('Michelle Mitchell', 'ARTIFICER', 'DWARF', 17813, 13)
('Leah Greene', 'BARD', 'DRAGONBORN', 8932, 12)
('Dr. Erica Williams MD', 'PALADIN', 'TIEFLING', 7594, 19)
('Lisa Mullins', 'ROGUE', 'HALFLING', 614, 6)
('Deborah Mendez', 'CLERIC', 'GNOME', 14338, 16)
('Tracy Fuentes', 'SORCERER', 'GNOME', 14113, 1)
('Jeffrey Kramer', 'BARD', 'GNOME', 4093, 3)
('Sharon Smith', 'WARLOCK', 'HALF_ORC', 14368, 14)
('Jessica Parker', 'RANGER', 'DWARF', 11077, 2)
('Ryan Lawson', 'PALADIN', 'HALF_ORC', 1147, 13)
('Laura Williams', 'SORCERER', 'HUMAN', 5463, 19)
('Aaron Vincent', 'PALADIN', 'DRAGONBORN', 8557, 9)
('Amy Nash', 'WIZARD', 'DWARF', 937, 13)
('Melissa Rowland', 'BARBARIAN', 'TIEFLING', 8192, 10)
('Lisa Palmer', 'DRUID', 'HALF_ELF', 3101, 20)
('Sharon Mills', 'WARLOCK', 'HUMAN', 196, 3)
('Jeffrey Hernandez', 'DRUID', 'GNOME', 14674, 8)
('Steven Hernandez', 'SORCERER', 'HALFLING', 18626, 5)
('Jennifer Palmer', 'BARD', 'HALF_ORC', 8501, 2)
('David Jones', 'WARLOCK', 'ELF', 18558, 12)
('Ashley Campbell', 'ARTIFICER', 'DRAGONBORN', 19404, 2)
('Christina Johnson', 'MONK', 'HALF_ELF', 5689, 4)
('Leah Contreras', 'PALADIN', 'HUMAN', 18988, 2)
('Amber Bailey', 'CLERIC', 'ELF', 11127, 14)
('Gerald Smith', 'DRUID', 'HUMAN', 18695, 17)
('Nicole Cabrera', 'CLERIC', 'TIEFLING', 14163, 9)
('Katie Kennedy', 'SORCERER', 'HALF_ORC', 17701, 13)
('Joseph Smith', 'WARLOCK', 'HALFLING', 14512, 3)
('Alex Mccann', 'ARTIFICER', 'HALF_ORC', 4308, 7)
('Tiffany Williams', 'MONK', 'HALF_ELF', 19933, 15)
('Patricia Davis', 'WARLOCK', 'GNOME', 19261, 9)
('April Williams', 'ROGUE', 'HALF_ORC', 11919, 4)
('Jacob Cook', 'WIZARD', 'TIEFLING', 18285, 19)
('Jennifer Harris', 'SORCERER', 'HALF_ORC', 2004, 10)
('Kyle Burns', 'WIZARD', 'DRAGONBORN', 5746, 5)
('Brenda Smith', 'CLERIC', 'ELF', 9441, 6)
('Suzanne Brown', 'PALADIN', 'DWARF', 10110, 10)
('Rachael Hill', 'PALADIN', 'TIEFLING', 11906, 5)
('Katrina Watson', 'CLERIC', 'HUMAN', 3472, 8)
('Angela King', 'WARLOCK', 'DRAGONBORN', 3400, 2)
('Kenneth Carter', 'MONK', 'HALF_ORC', 16186, 14)
('Lonnie Jenkins', 'BARBARIAN', 'HALF_ELF', 5003, 4)
('Kristine Rubio', 'BARD', 'HALFLING', 2016, 2)
('Isaac Pacheco', 'ROGUE', 'HALFLING', 10899, 17)
('Joseph Mccormick', 'FIGHTER', 'GNOME', 6470, 19)
('Martin Wilkinson', 'SORCERER', 'ELF', 5454, 9)
('Ariana Steele', 'SORCERER', 'HALF_ELF', 2442, 14)
('Aaron Gonzalez', 'ARTIFICER', 'ELF', 19883, 20)
('Pamela Daniels', 'CLERIC', 'TIEFLING', 6844, 12)
